qid,K,C,layer,train_input,test_input,decision_score,probability,fold
Who is the author of Detective?,0,1,17,q,q,-1.9311236648850327,0.12662625957380935,4
Who was the director of Gotti?,0,1,17,q,q,0.4386527697238298,0.6079379659615191,1
In what city was Gregorio Selser born?,0,1,17,q,q,4.204985694143904,0.9852983635847586,1
Who was the producer of Come and Get It?,0,1,17,q,q,-7.535856830761009,0.0005333192781052519,1
Who is the author of Definitions?,0,1,17,q,q,-7.634743517265751,0.00048312904646223705,0
Who was the composer of Wish You Were Here?,0,1,17,q,q,4.830356425972209,0.9920795590580901,4
What genre is The Untold?,0,1,17,q,q,-4.792565187823702,0.008222983606183964,4
Who was the producer of The Sweet Sins of Sexy Susan?,0,1,17,q,q,-11.175822728515488,1.4008633536401915e-05,3
Who was the composer of You Never Know?,0,1,17,q,q,-9.80015844187943,5.5439740537294574e-05,3
Who was the screenwriter for The Invisible Hand?,0,1,17,q,q,0.17293193041656707,0.5431255620129986,4
Who was the screenwriter for P Se PM Tak?,0,1,17,q,q,-1.378440361652381,0.20125960131231116,3
Who is the author of Bec?,0,1,17,q,q,-11.470186507762746,1.0436545256915712e-05,2
What sport does Najeh Humoud play?,0,1,17,q,q,-5.0808922164002706,0.006175982197061888,3
What is Windsor the capital of?,0,1,17,q,q,-2.7159868959227396,0.062036570887271554,2
What genre is Hands Across the Sea?,0,1,17,q,q,-6.689530091146131,0.0012423218564985537,0
Who was the producer of Dil?,0,1,17,q,q,-4.192825837190957,0.014878821416050443,3
Who is the father of Ragnall mac Gofraid?,0,1,17,q,q,-3.4854169820453986,0.02973002204494431,3
In what city was Jaime de Angulo born?,0,1,17,q,q,0.770874616699788,0.6837100605168479,2
What is Preston the capital of?,0,1,17,q,q,-8.69428337404402,0.000167512781716119,0
Who is the author of What Remains?,0,1,17,q,q,-11.49774944820005,1.0152814491958418e-05,1
Who was the director of Porky's Duck Hunt?,0,1,17,q,q,-5.062760451395869,0.006288274436616561,4
Who was the producer of M?,0,1,17,q,q,-6.7900224136407745,0.0011236794838128169,4
Who is the father of Goi?,0,1,17,q,q,-3.190638504845369,0.03951953622128532,2
What is Paddy Mullins's occupation?,0,1,17,q,q,-4.7017636053774226,0.008997559657969084,2
What sport does Elias MacDonald play?,0,1,17,q,q,-6.755977827095054,0.0011625480924944494,4
What is Delhi the capital of?,0,1,17,q,q,5.671460792296591,0.9965689800883025,0
Who was the producer of Long Pants?,0,1,17,q,q,-8.732596353595216,0.00016121727254247463,0
In what country is Davidson?,0,1,17,q,q,-2.3088911374160723,0.09038927293370756,4
Who was the producer of The Robe?,0,1,17,q,q,-2.377581933203924,0.08489823814872108,0
Who is the father of Mary of Woodstock?,0,1,17,q,q,6.790347836984961,0.9988766857175329,4
Who is the mother of Hou Ji?,0,1,17,q,q,2.913516932985358,0.9485105965507726,4
What sport does Daniel Manzato play?,0,1,17,q,q,6.255320242507073,0.9980834692189221,2
In what city was Robert Creamer born?,0,1,17,q,q,-5.3613532345438255,0.004672613169965373,0
Who was the screenwriter for Where No One Has Gone Before?,0,1,17,q,q,1.084692467729473,0.7473809617269678,3
What is Sardar Muhammad Yousaf Zaman's occupation?,0,1,17,q,q,2.4075978644098353,0.9174048467930519,1
Who was the director of Legend?,0,1,17,q,q,-0.009978927833254492,0.4975052887433899,4
Who was the screenwriter for Computer Warriors?,0,1,17,q,q,-7.7889144183205685,0.0004141308236423488,0
Who was the screenwriter for Il Boss?,0,1,17,q,q,-6.88311852990298,0.0010238933094847236,1
Who was the composer of The Best Offer?,0,1,17,q,q,0.7499497922279521,0.679167759054799,3
Who is the author of Chosen?,0,1,17,q,q,-1.8581769781116204,0.1349156815326315,4
Who is the father of Seol Chong?,0,1,17,q,q,-1.8828144048230042,0.13206593953005,0
What is the capital of Egypt Eyalet?,0,1,17,q,q,6.614892845153396,0.9986615354847821,0
In what city was Manon born?,0,1,17,q,q,-8.72404996151857,0.0001626007780970005,2
What genre is The Art of the Steal?,0,1,17,q,q,-0.7466308782252098,0.3215558583317769,2
Who was the screenwriter for Pip?,0,1,17,q,q,-5.264865072514364,0.005143498216960503,3
Who is the father of Rafi-ush-Shan?,0,1,17,q,q,-0.6412393199463451,0.34496644318160197,4
What is Thomas Widdrington's occupation?,0,1,17,q,q,-3.2655114888710726,0.03677348656427947,4
In what city was Mark Holzemer born?,0,1,17,q,q,-10.359899971192888,3.167662127699065e-05,1
What is the religion of Appalachian Bible College?,0,1,17,q,q,4.103971932148534,0.9837610751996907,1
What is Gina Krog's occupation?,0,1,17,q,q,1.4488370024909365,0.809819383006253,1
Who is the author of The Interruption of Everything?,0,1,17,q,q,-2.092585635454258,0.10981954954065781,0
Who is the author of The New Troy?,0,1,17,q,q,-4.023255183823377,0.017580031768399285,1
Who was the director of Guess Who?,0,1,17,q,q,4.897856981292891,0.9925927189179884,4
Who is the author of The Prodigal Son?,0,1,17,q,q,3.099316239847629,0.9568645318101845,3
"Who was the composer of Robinson Crusoe, Jr.?",0,1,17,q,q,-4.05438339737526,0.017050413172698908,4
Who was the director of Crave?,0,1,17,q,q,-11.563347452875451,9.50819061216254e-06,1
Who was the producer of Amy's Baking Company?,0,1,17,q,q,2.505103477457542,0.9244988191811464,4
Who was the producer of Swingers?,0,1,17,q,q,-2.4601141679464478,0.07870205867780208,2
What sport does Thiago Quirino play?,0,1,17,q,q,0.376127475832005,0.5929387587019663,2
What is John Jay's occupation?,0,1,17,q,q,3.4222244511478985,0.9683919308321942,3
What is the religion of Ohio Northern University?,0,1,17,q,q,-4.5922487634310425,0.010028463782586528,2
Who was the screenwriter for Human Resources?,0,1,17,q,q,-10.429450355515144,2.954843122414265e-05,3
Who was the producer of Perfect Day?,0,1,17,q,q,-2.941284205528226,0.05015006466237252,4
Who was the director of Bread and Circuses?,0,1,17,q,q,-6.463180686598602,0.00155739722315198,4
What is the capital of Northumberland County?,0,1,17,q,q,-1.6428695211385067,0.16207498444613827,4
Who was the director of The Emerald City?,0,1,17,q,q,-6.460348625443476,0.0015618072204983764,1
What is the capital of Lys?,0,1,17,q,q,-9.18826306221359,0.00010222183132391266,4
Who was the director of The Empath?,0,1,17,q,q,-11.406115149706789,1.1127107864683311e-05,1
What is the capital of Goondiwindi Region?,0,1,17,q,q,2.1344995955474357,0.8942114138253262,4
Who was the composer of The Sanguine Fan?,0,1,17,q,q,-11.340823205891947,1.1877851817604036e-05,4
Who was the screenwriter for Neighbors?,0,1,17,q,q,-0.45047351493158194,0.3892481895330544,1
In what city was James W. Owens born?,0,1,17,q,q,-5.980376916931064,0.002521499283640645,1
Who was the composer of Ninnindale?,0,1,17,q,q,1.002794604850023,0.7316076763728709,4
In what city was Alfred Jefferis Turner born?,0,1,17,q,q,-7.311800999498739,0.0006671681863799298,4
What is the religion of Father Jean Bernard?,0,1,17,q,q,-2.682350179075276,0.06402289996590398,4
Who was the screenwriter for The Rubber Gun?,0,1,17,q,q,-9.708315574941647,6.07723070383829e-05,0
What is the religion of Kenneth Steiner?,0,1,17,q,q,-10.79799187386875,2.0440091539918784e-05,0
Who was the producer of Don't Ever Leave Me?,0,1,17,q,q,-10.149351379489344,3.909990658288448e-05,2
Who was the screenwriter for La Collectionneuse?,0,1,17,q,q,2.3907365744244427,0.9161181879970783,0
What genre is No Doubt?,0,1,17,q,q,13.939898810734775,0.999999116963847,4
Who was the producer of The Turning Point?,0,1,17,q,q,-4.555161282814494,0.01040343527882178,1
Who is the author of Close to Home?,0,1,17,q,q,-10.157717390499759,3.877417346061912e-05,2
What genre is SimTower?,0,1,17,q,q,9.190518903191315,0.9998980084814808,0
Who was the director of The Closet?,0,1,17,q,q,-5.4772470910079925,0.004163416786383957,4
In what city was Billy McGinty born?,0,1,17,q,q,-12.052296471139787,5.831115125207087e-06,3
Who was the producer of Rehab?,0,1,17,q,q,-8.513216690242455,0.00020075657229487912,1
Who was the director of Little 'Tinker?,0,1,17,q,q,-8.303330526055987,0.0002476291767379031,3
Who was the composer of Mela?,0,1,17,q,q,-10.504989754275758,2.7398640754743288e-05,1
Who was the screenwriter for Being Human?,0,1,17,q,q,3.3253517882972177,0.9652883596760505,4
Who was the producer of The Search?,0,1,17,q,q,-2.2103159209302916,0.09882793338657106,4
Who was the composer of Annakili?,0,1,17,q,q,6.922182695140323,0.9990152944404965,2
Who is the father of Pierre Joxe?,0,1,17,q,q,-5.841696047637203,0.0028955049762133087,1
Who is the author of The Story of the Daughters of Quchan?,0,1,17,q,q,-1.9412643921960413,0.12550901552686472,1
Who was the producer of Jeans?,0,1,17,q,q,-8.843665475832998,0.00014427205668575324,3
Who was the producer of Arthur 2: On the Rocks?,0,1,17,q,q,-5.388949855379176,0.004546006035402842,3
Who was the producer of Parker?,0,1,17,q,q,-12.743755705026548,2.9204915245569042e-06,1
Who is the father of Abbot Oliba?,0,1,17,q,q,0.6443634093014983,0.6557391480891914,4
Who was the screenwriter for Mantra?,0,1,17,q,q,-10.144730037312094,3.9281011684461015e-05,2
Who is the mother of Lincoln Stedman?,0,1,17,q,q,-9.112699068175422,0.00011024456754491496,2
What genre is Roper?,0,1,17,q,q,-2.3311138723002474,0.0885786963272166,4
What genre is Artur Lemba?,0,1,17,q,q,0.28557958551741436,0.5709135995215707,0
Who is the father of Shi Jian?,0,1,17,q,q,-6.099606042571323,0.002238728337918244,4
Who was the producer of Let America Laugh?,0,1,17,q,q,-3.5046295930142826,0.0291807914838928,1
Who was the producer of Kites?,0,1,17,q,q,-2.6722610195483405,0.06463014835858563,2
Who was the director of The Crocodile's Dilemma?,0,1,17,q,q,-1.3507830093317443,0.20574238883963378,3
Who was the composer of Do It Again?,0,1,17,q,q,-6.915900977720089,0.0009909045218705096,2
What is the religion of Robert J. Fox?,0,1,17,q,q,-8.221080918139837,0.0002688519218810169,1
Who is the father of Mary of Waltham?,0,1,17,q,q,-0.014237238509039685,0.49644075049388486,4
Who is the father of Gao Wei?,0,1,17,q,q,-3.014371022062087,0.04678084473961111,4
Who was the producer of RV?,0,1,17,q,q,-3.075897117352299,0.04411249670885023,3
Who was the producer of The Holy Girl?,0,1,17,q,q,-3.784005291132612,0.02222622804789689,2
Who was the composer of 1984?,0,1,17,q,q,-1.9317860717830955,0.12655302075353905,2
Who was the producer of The Economics of Happiness?,0,1,17,q,q,1.2048318428770806,0.769383226011748,0
What is the religion of Francesco Bonifacio?,0,1,17,q,q,-7.657008597645006,0.00047249603370533294,3
Who is the father of Bridget Bendish?,0,1,17,q,q,-9.073898256440419,0.00011460571695884034,3
In what country is Ig?,0,1,17,q,q,5.783350954351483,0.9969310647707914,3
Who was the producer of The Best Man?,0,1,17,q,q,-5.240223606053874,0.005271139651376069,1
Who is the author of The Origins and History of Consciousness?,0,1,17,q,q,7.5305352009399416,0.9994638365547304,0
In what city was Herman Hertzberger born?,0,1,17,q,q,4.930224698756383,0.9928269447833663,4
Who was the composer of WarGames?,0,1,17,q,q,-0.12427989270833706,0.4689699560691825,0
What is the religion of James VI and I?,0,1,17,q,q,0.448371024627902,0.6102518607289628,1
Who was the screenwriter for A Personal Journey with Martin Scorsese Through American Movies?,0,1,17,q,q,1.3738129639617243,0.7979954967770505,1
Who is the author of The Gathering?,0,1,17,q,q,-6.74960551670951,0.0011699711684476626,2
In what city was Doc Parker born?,0,1,17,q,q,-10.130319107120124,3.985116338395258e-05,3
Who is the author of The Bishop's Heir?,0,1,17,q,q,-6.106602954941946,0.002223153527140661,0
What is Philadelphia the capital of?,0,1,17,q,q,0.7075707265753619,0.669864157156053,2
Who was the composer of Trans?,0,1,17,q,q,-10.149379385995775,3.909881158924807e-05,1
Who is the author of Solar?,0,1,17,q,q,-4.1017088330917915,0.01627511791917541,4
In what city was Dick Calmus born?,0,1,17,q,q,-13.538289663756267,1.3194560584653689e-06,4
Who is the author of Hard Time?,0,1,17,q,q,-3.865223272787871,0.02052801146682966,2
Who was the producer of The Wild Life?,0,1,17,q,q,-5.55490224934469,0.003853539382992967,0
Who was the screenwriter for Drive?,0,1,17,q,q,6.05457154920493,0.9976583884886409,1
Who was the producer of South of Heaven?,0,1,17,q,q,-2.463442951188508,0.07846103335267253,4
Who was the director of The Ragman's Daughter?,0,1,17,q,q,-6.162012991214178,0.002103571261149799,2
Who was the screenwriter for Nowhere?,0,1,17,q,q,-3.5871204672812063,0.026932480339026493,0
Who was the director of Submission?,0,1,17,q,q,-3.117459348248235,0.042392791404548665,1
Who is the mother of Dan?,0,1,17,q,q,-8.36441367494854,0.00023295933176368017,4
Who was the screenwriter for The Myth of Fingerprints?,0,1,17,q,q,-3.222776225206502,0.038317552271184246,2
Who was the screenwriter for The Betrayal?,0,1,17,q,q,-4.93565996793101,0.007134450892514711,3
In what city was Joel Johnson born?,0,1,17,q,q,-7.3369772596839224,0.0006505918549680006,4
Who was the producer of This Island Earth?,0,1,17,q,q,0.8608561072726748,0.7028394886507838,4
Who was the composer of Julie Johnson?,0,1,17,q,q,-2.4802743980194704,0.07725263949545258,3
Who was the composer of The Fog of War?,0,1,17,q,q,1.6126746629379352,0.833782397119889,2
"Who is the father of Archduke Leopold of Austria, Prince of Tuscany?",0,1,17,q,q,4.129507931086385,0.9841640188658788,0
Who was the producer of High Risk?,0,1,17,q,q,-4.832686790024634,0.007902150604939375,4
Who was the screenwriter for Coralie Lansdowne Says No?,0,1,17,q,q,-9.896896907297515,5.032808752273321e-05,2
Who was the director of Backstage?,0,1,17,q,q,-9.3473593069915,8.718776918195506e-05,0
Who is the author of Finder?,0,1,17,q,q,-3.1539929444227557,0.04093423304735954,1
In what city was Shawn Respert born?,0,1,17,q,q,3.5512768463468563,0.9721120626507836,4
Who was the producer of Peter Gabriel?,0,1,17,q,q,-4.386086719017535,0.01229627122645919,3
In what city was Lance Hooper born?,0,1,17,q,q,-10.429552245352697,2.954542078160656e-05,3
In what city was Ralph Campney born?,0,1,17,q,q,-8.917947998516967,0.00013394491127909788,1
Who was the director of Winner Takes All?,0,1,17,q,q,-9.885519738215665,5.090391899161591e-05,3
Who was the producer of Dawn?,0,1,17,q,q,-7.294891129945387,0.0006785381194133926,4
What genre is Kanoon?,1,0,17,q,q,-5.0634282101871095,0.006284103166202794,2
Who is the author of Free to Choose?,1,0,17,q,q,8.615825924038319,0.9998188177491836,0
What is Prague the capital of?,1,0,17,q,q,1.0437250739294552,0.7395681218494942,1
What is Barcelona the capital of?,1,0,17,q,q,3.550983781872831,0.9721041165148275,0
What is the capital of Loir-et-Cher?,1,0,17,q,q,10.534220072921897,0.9999733906176025,0
In what city was Offer Nissim born?,1,0,17,q,q,-0.5993775609886718,0.3544861109178907,3
What is the capital of Guyana?,1,0,17,q,q,8.992037049731373,0.9998756190393026,2
Who is the father of Chimera?,1,0,17,q,q,1.8064053017445754,0.8589268609930484,2
What is the capital of Vimmerby Municipality?,1,0,17,q,q,9.131882072774538,0.9998918498727275,2
Who is the author of Superman & Batman: Generations?,1,0,17,q,q,0.46392774480218435,0.6139455317643926,1
Who is the author of The Mysterious Mr Quin?,1,0,17,q,q,11.180669689379556,0.9999860591005307,3
What is the capital of Nebraska?,1,0,17,q,q,5.238963037136398,0.9947222466149057,2
Who is the author of Elements?,1,0,17,q,q,4.6365877420570705,0.9904023000406001,3
Who is the father of Sally Aw?,1,0,17,q,q,-2.324834598055881,0.08908694926796107,1
What is Algiers the capital of?,1,0,17,q,q,6.182655637509839,0.9979393183344298,2
What genre is Martin Garrix?,1,0,17,q,q,3.8176452356906276,0.9784932118371542,2
Who was the screenwriter for Man of La Mancha?,1,0,17,q,q,3.0571707195253355,0.9550910993262686,3
Who was the screenwriter for Boudu Saved from Drowning?,1,0,17,q,q,1.4607032797897872,0.8116402160301129,3
Who is the author of The Prince?,1,0,17,q,q,11.929321844288996,0.9999934058550961,4
In what country is Spumoni Gardens?,1,0,17,q,q,5.759045584711344,0.9968557966929428,3
What sport does 1973 Virginia Slims of Fort Lauderdale play?,1,0,17,q,q,1.8948526034336814,0.8693078319076476,1
Who is the author of The Trumpet-Major?,1,0,17,q,q,6.072700807488554,0.9977003609307825,0
Who is the father of Louis X of France?,1,0,17,q,q,4.746965317223845,0.9913966693871267,1
In what country is KV Svalbard?,1,0,17,q,q,8.16625965932867,0.9997160020952777,1
What is the capital of Guadeloupe?,1,0,17,q,q,7.307545788700857,0.9993299887298014,3
Who was the screenwriter for Lars and the Real Girl?,1,0,17,q,q,1.4311180142749373,0.807075455571088,0
What sport does 2010 Veikkausliiga play?,1,0,17,q,q,9.823445255280848,0.9999458362894309,3
In what city was Moses the Black born?,1,0,17,q,q,3.7988421289857346,0.9780939340278234,4
Who was the producer of Afghan Massacre: The Convoy of Death?,1,0,17,q,q,-6.466988069336322,0.0015514880719023451,1
In what city was Giuseppe Bezzuoli born?,1,0,17,q,q,-2.072037199341443,0.1118445126359844,1
Who is the mother of Lulach?,1,0,17,q,q,-0.6606957633002599,0.3405833352972635,1
What sport does Slower ball play?,1,0,17,q,q,2.2918472218915173,0.9081995748692486,0
What is the religion of Marjorie Cameron?,1,0,17,q,q,-1.6678615373353072,0.15870949973232823,0
Who was the composer of Toy Story?,1,0,17,q,q,5.784128298270113,0.9969334421491524,2
In what city was Cornelis Springer born?,1,0,17,q,q,3.2013139789417573,0.9608836946245131,1
What genre is Ministry?,1,0,17,q,q,7.198094803700425,0.9992525495433592,0
